id,tier,original_option,new_option
r33_coi_los_b_q22,B,"members and candidates MUST COMPLY with their employer's personal investing policies, which could include: limited participation in equity IPOs; restrictions on private placements; blackout/restricted periods; reporting requirements (holdings disclosure, duplicate confirmations, preclearance procedures); and disclosure of policies.","members and candidates MUST COMPLY with their employer's personal investing policies, which could include: limited participation in equity IPOs."
r33_coi_los_b_q23,B,members and candidates should ENCOURAGE their employers to develop procedures related to referral fees; employers may COMPLETELY RESTRICT such fees or OUTLINE THE APPROPRIATE STEPS for requesting approval of a referral fee arrangement.,members and candidates should ENCOURAGE their employers to develop procedures related to referral fees.
r33_coi_los_b_q25,B,"consideration includes ALL FEES, whether paid in CASH, in SOFT DOLLARS, or IN KIND; the disclosure must cover the full economic substance of the arrangement, not just monetary payments.","consideration includes ALL FEES, whether paid in CASH, in SOFT DOLLARS, or IN KIND."
r33_coi_los_b_q26,B,"members and candidates must inform their employer, clients, and prospective clients of any benefit RECEIVED for referrals of customers and clients; members and candidates must ALSO DISCLOSE when they PAY A FEE or provide compensation to OTHERS who have referred prospective clients to the member or candidate; both directions of referral compensation must be disclosed.","members and candidates must inform their employer, clients, and prospective clients of any benefit RECEIVED for referrals of customers and clients."
r33_coi_los_b_q27,B,employers may COMPLETELY RESTRICT referral fees or outline the appropriate steps for requesting approval of a referral fee arrangement; members and candidates must comply with such employer restrictions and pre-approval requirements.,employers may COMPLETELY RESTRICT referral fees or outline the appropriate steps for requesting approval of a referral fee arrangement.
r33_coi_los_b_q28,B,"the member or candidate must disclose the NATURE of the consideration or benefit (flat fee or percentage basis, one-time or continuing benefit, benefit based on performance, benefit in the form of provision of research, or other noncash benefit) TOGETHER WITH the ESTIMATED DOLLAR VALUE; consideration includes all fees, whether paid in cash, in soft dollars, or in kind.","the member or candidate must disclose the NATURE of the consideration or benefit (flat fee or percentage basis, one-time or continuing benefit, benefit based on performance, benefit in the form of provision of research, or other noncash benefit) TOGETHER WITH the ESTIMATED DOLLAR VALUE."
r33_coi_los_b_q29,B,Standard VI(C) does NOT distinguish between referral payments paid by a third party for referring clients to the third party and INTERNAL PAYMENTS paid within a firm to attract new business to a subsidiary; members and candidates must disclose ALL such referral fees; the disclosure must include the nature and the value of the benefit and must occur AT THE TIME OF THE REFERRAL.,Standard VI(C) does NOT distinguish between referral payments paid by a third party for referring clients to the third party and INTERNAL PAYMENTS paid within a firm to attract new business to a subsidiary.
r33_coi_los_b_q30,B,such disclosures allow clients and employers to evaluate (1) any PARTIALITY shown in any recommendation of products or services and (2) the FULL COST of the services; these two purposes are the primary rationale for VI(C) disclosure.,such disclosures allow clients and employers to evaluate (1) any PARTIALITY shown in any recommendation of products or services and (2) the FULL COST of the services.
r34_resp_los_a_q1,B,"Nero and the two candidates violated Standard VII(A); by giving information about the CFA exam questions to two candidates, Nero provided an unfair advantage to the two candidates and undermined the integrity and validity of the Level II CFA exam as an accurate measure of the knowledge, skills, and abilities necessary to earn the right to use the CFA designation; by SOLICITING AND ACCEPTING the information, the two other candidates also compromised the integrity and validity of the Level II CFA exam and undermined the ethical framework that is a key part of the designation.",Nero and the two candidates violated Standard VII(A).
r34_resp_los_a_q2,B,"by filing a fraudulent request for an Emergency Deferral, Chiu violated rules of the CFA Program and compromised the integrity of the CFA exam; as a result, her conduct violated Standard VII(A), in addition to Standard I(C) Misrepresentation.","by filing a fraudulent request for an Emergency Deferral, Chiu violated rules of the CFA Program and compromised the integrity of the CFA exam."
r34_resp_los_a_q4,B,"because Yu took written information into the CBT exam room, her conduct violated the testing rules and compromised the security and integrity of the CFA exam and the validity of her exam performance; therefore, she violated Standard VII(A).","because Yu took written information into the CBT exam room, her conduct violated the testing rules and compromised the security and integrity of the CFA exam and the validity of her exam performance."
r34_resp_los_a_q6,B,"Rossi did NOT violate Standard VII(A) when she wrote about how difficult she found the exam or how well she thinks she may have done; by revealing portions of the EXAM CONTENT COVERED and AREAS NOT COVERED, however, she DID violate Standard VII(A); depending on the time frame in which the comments were posted, Rossi not only may have assisted future candidates but also may have provided an unfair advantage to candidates yet to sit for the same exam, thereby undermining the integrity and validity of the exam.",Rossi did NOT violate Standard VII(A) when she wrote about how difficult she found the exam or how well she thinks she may have done.
r34_resp_los_a_q7,B,"Gagne violated Standard VII(A) by providing confidential exam information, which compromises the integrity of the exam process; in trying to determine correct answers to specific questions, the group's discussion included QUESTION-SPECIFIC DETAILS considered to be confidential.","Gagne violated Standard VII(A) by providing confidential exam information, which compromises the integrity of the exam process."
r34_resp_los_a_q8,B,"Pena violated Standard VII(A) by disclosing exam questions; the information provided is considered CONFIDENTIAL until publicly released by CFA Institute; CFA4Sure is likely to use such feedback to refine its review materials for future candidates; Pena's sharing of the specific questions undermined the integrity of the exam while potentially making the exam easier for future candidates; if the CFA4Sure employees who participated in the solicitation of confidential CFA Program information are CFA Institute members or candidates, they also violated Standard VII(A).",Pena violated Standard VII(A) by disclosing exam questions.
r34_resp_los_a_q11,B,"Warrenski used her association with the GIPS Standards Technical Committee to promote her firm's services to clients and potential clients; in stating that her volunteer position at CFA Institute provides a strategic business advantage over competing firms and implying to clients that she would use confidential information to further their interests, Warrenski compromised the reputation and integrity of CFA Institute and thus violated Standard VII(A); she MAY factually state her involvement with the committee but CANNOT INFER any special advantage to her clients from such participation.",Warrenski used her association with the GIPS Standards Technical Committee to promote her firm's services to clients and potential clients.
r34_resp_los_a_q12,B,"Park violated the Code and Standards by providing specific information on topics tested on the exam; Standard VII(A) prohibits providing information to candidates or the public that is considered confidential to the CFA Program; in revealing that questions related to the analysis of inventories and analysis of taxes were on the exam, Park violated this standard.",Park violated the Code and Standards by providing specific information on topics tested on the exam.
r34_resp_los_a_q13,B,participants in CFA Institute programs are prohibited from disclosing confidential material gained during participation in any program or any exam process; examples of information that cannot be disclosed by candidates or members include but are not limited to: (1) SPECIFIC DETAILS OF QUESTIONS appearing on an exam; and (2) BROAD TOPICAL AREAS AND FORMULAS TESTED OR NOT TESTED on an exam; all aspects of an exam for any CFA Institute program are considered confidential UNTIL such time as CFA Institute elects to release them publicly.,participants in CFA Institute programs are prohibited from disclosing confidential material gained during participation in any program or any exam process.
r34_resp_los_a_q14,B,"prohibited conduct includes but is not limited to: (1) giving or receiving assistance (cheating) on any CFA Institute examinations; (2) violating the rules, regulations, and testing policies of CFA Institute programs; (3) providing confidential program or exam information to candidates or the public; (4) disregarding or attempting to circumvent security measures established for any CFA Institute examinations; (5) IMPROPERLY USING an association with CFA Institute to achieve personal or professional goals; and (6) misrepresenting information to CFA Institute regarding any CFA Institute program.",prohibited conduct includes but is not limited to: (1) giving or receiving assistance (cheating) on any CFA Institute examinations.
r34_resp_los_a_q15,B,"Standard VII(A) does NOT cover expressing opinions regarding CFA Institute or its programs; members and candidates are FREE to disagree and express their disagreement with CFA Institute on its policies, its procedures, or any advocacy positions taken by the organization; when expressing a personal opinion, a candidate is PROHIBITED FROM DISCLOSING CONFIDENTIAL INFORMATION about exam content, including any actual exam questions and information about subject matter covered or not covered in an exam.",Standard VII(A) does NOT cover expressing opinions regarding CFA Institute or its programs.
r34_resp_los_a_q17,B,"members participating as volunteers in CFA Institute programs are often exposed to confidential material; Standard VII(A) prohibits members from OFFERING, SOLICITING OR DISCLOSING confidential material gained while volunteering to unauthorized personnel or those outside the organization; examples of information that must not be shared by members involved in developing, administering, or grading exams include but are not limited to: (1) questions appearing on an exam or under consideration; (2) deliberation related to an exam process; and (3) information related to the scoring of questions.",members participating as volunteers in CFA Institute programs are often exposed to confidential material.
r34_resp_los_a_q18,B,Standard VII(A) holds members and candidates to high ethical conduct while they are participating in or involved with any CFA Institute program so as not to undermine the public's confidence in the integrity of those programs; this standard does NOT require participants in a CFA Institute program to comply with the Code and Standards UNLESS they are a member or candidate otherwise subject to the Code and Standards.,Standard VII(A) holds members and candidates to high ethical conduct while they are participating in or involved with any CFA Institute program so as not to undermine the public's confidence in the integrity of those programs.
r34_resp_los_a_q19,B,"many candidates for the CFA designation use online services as part of their exam preparations; CFA Institute ACTIVELY POLICES blogs, forums, and related social networking groups for dissemination of confidential information; the organization works to promptly address or remove any and all material that violates exam or other rules, laws, or regulations; candidates, members, and the public are ENCOURAGED to report suspected violations to CFA Institute.",many candidates for the CFA designation use online services as part of their exam preparations.
r34_resp_los_a_q20,B,"the rules, regulations, and policies for CFA Institute programs define additional allowed and disallowed actions concerning the programs and examinations; VIOLATING ANY of the testing policies constitutes a violation of Standard VII(A); the policies for CFA Institute programs are posted on the CFA Institute website.","the rules, regulations, and policies for CFA Institute programs define additional allowed and disallowed actions concerning the programs and examinations."
r34_resp_los_a_q21,B,"Zonder MAY state that all AZ principals passed the three examinations on the first try AS LONG AS this statement is true, but it MUST NOT be linked to performance or imply superior ability; implying that (1) CFA charterholders achieve better investment results and (2) those who pass the exams on the first try may be more successful than those who do not violates Standard VII(B).","Zonder MAY state that all AZ principals passed the three examinations on the first try AS LONG AS this statement is true, but it MUST NOT be linked to performance or imply superior ability."
r34_resp_los_a_q22,B,"Vasseur violated Standard VII(B) by misrepresenting his status as a charterholder because he is no longer a CFA Institute member with the right to use the CFA designation; therefore, he no longer is able to state or imply that he is a CFA charterholder; if he wants to reinstate his membership, he needs to complete the appropriate process and meet the requirements for reinstatement established by CFA Institute.",Vasseur violated Standard VII(B) by misrepresenting his status as a charterholder because he is no longer a CFA Institute member with the right to use the CFA designation.
r34_resp_los_a_q23,B,"by misrepresenting his status as a charterholder, Simpson violated Standard VII(B); because he failed to meet the requirements for membership established by CFA Institute, his membership lapsed and he has given up the right to use the CFA designation; CFA Institute has procedures, however, for reclassifying a member and charterholder as 'RETIRED' and reducing the annual dues; if he wants to obtain retired status, he needs to complete the appropriate process and meet the requirements for retired status established by CFA Institute.","by misrepresenting his status as a charterholder, Simpson violated Standard VII(B)."
r34_resp_los_a_q24,B,"Reese's comments comply with Standard VII(B); her statements refer to facts: earning her CFA designation enhanced her knowledge, and many firms require the CFA designation for their investment professionals.",Reese's comments comply with Standard VII(B).
r34_resp_los_a_q25,B,"using a FICTITIOUS NAME or pseudonym to hide one's true identity while still claiming to be a charterholder is a MISREPRESENTATION and an IMPROPER USE of the designation; by using 'Expert, CFA,' Glass violated Standard VII(B).",using a FICTITIOUS NAME or pseudonym to hide one's true identity while still claiming to be a charterholder is a MISREPRESENTATION and an IMPROPER USE of the designation.
r34_resp_los_a_q26,B,"Albert violated the Standards, but Tye did not; the reference on Albert's business card implies that there is a 'CFA Level II' designation; candidates may not imply that there is some sort of partial designation earned after passing a level of the CFA exam; candidates may communicate that they are participating in the CFA Program, however, and may state the levels that they have completed.","Albert violated the Standards, but Tye did not."
r34_resp_los_a_q27,B,"Rule violated Standard VII(B) in stating that he received the highest scores in the topics of ethics, alternative investments, and portfolio management; CFA Program candidates do NOT receive their actual scores on the exam; topic and subtopic results are grouped into three broad categories, and the exam is graded only as 'pass' or 'fail'; although candidates may achieve a topical score of 'above 70%,' they cannot factually state that they received the highest possible score, because that information is NOT REPORTED.","Rule violated Standard VII(B) in stating that he received the highest scores in the topics of ethics, alternative investments, and portfolio management."
r34_resp_los_a_q28,B,"the term 'CFA Institute member' refers to 'regular' and 'affiliate' members of CFA Institute who have met the membership requirements as defined in the CFA Institute Bylaws; membership requirements include satisfying the following requirements on an ANNUAL basis: (1) complete a CFA Institute Membership Agreement; (2) remit to CFA Institute a completed Professional Conduct Statement, which renews the commitment to abide by the requirements of the Code and Standards and the CFA Institute Professional Conduct Program; and (3) pay applicable CFA Institute membership dues.",the term 'CFA Institute member' refers to 'regular' and 'affiliate' members of CFA Institute who have met the membership requirements as defined in the CFA Institute Bylaws.
r34_resp_los_a_q29,B,"if a CFA Institute member fails to meet any membership requirement established by CFA Institute, the individual is no longer considered a member; until membership is reactivated, individuals must NOT present themselves to others as members and must REMOVE ALL REFERENCES to CFA Institute membership from social media profiles, business communications, reports, and anywhere else membership is referenced; former members MAY state, however, that they were CFA Institute members IN THE PAST or refer to the years when they met the requirements of CFA Institute membership.","if a CFA Institute member fails to meet any membership requirement established by CFA Institute, the individual is no longer considered a member."
r34_resp_los_a_q30,B,"'CFA charterholders' are those individuals who have earned the right to use the CFA designation granted by CFA Institute; once granted the right to use the designation, individuals must also SATISFY CFA INSTITUTE ANNUAL MEMBERSHIP REQUIREMENTS to maintain their right to use the designation; if a CFA charterholder fails to meet any membership requirement, he or she FORFEITS the right to use the CFA designation.",'CFA charterholders' are those individuals who have earned the right to use the CFA designation granted by CFA Institute.
r34_resp_los_a_q31,B,"a person is a candidate for the CFA designation if (1) CFA Institute has ACCEPTED the person's application to be a candidate for the designation, as evidenced by issuance of a notice of acceptance, AND (2) the person is ENROLLED to sit for a specified examination OR the person has SAT for a specified examination but exam results have not yet been received; if an individual declines to sit for an exam for which they have enrolled or otherwise does not meet the definition of a candidate as described in the CFA Institute Bylaws, then that individual is no longer considered a candidate; once the person is enrolled to sit for a future examination, his or her candidacy resumes.","a person is a candidate for the CFA designation if (1) CFA Institute has ACCEPTED the person's application to be a candidate for the designation, as evidenced by issuance of a notice of acceptance, AND (2) the person is ENROLLED to sit for a specified examination OR the person has SAT for a specified examination but exam results have not yet been received."
r34_resp_los_a_q32,B,"candidates must NOT state or imply that they have achieved any type of partial designation in a manner not authorized or permitted by CFA Institute; except and only to the extent as authorized or permitted by CFA Institute, candidates for the CFA designation must NEVER state or imply that they have a partial designation as a result of passing one or more levels of the CFA exam; candidates also must NOT CITE AN EXPECTED COMPLETION DATE for earning the charter; final award of the charter is subject to meeting the requirements for the designation established by CFA Institute and approval by the CFA Institute Board of Governors.",candidates must NOT state or imply that they have achieved any type of partial designation in a manner not authorized or permitted by CFA Institute.
r34_resp_los_a_q33,B,"if a candidate passes each level of the exam in consecutive sittings and states that he or she did so, that is NOT a violation of Standard VII(B), because it is a STATEMENT OF FACT; if the candidate then goes on to claim or imply SUPERIOR ABILITY as a result of obtaining the designation and not failing any of the exams, however, he or she is in violation of Standard VII(B).","if a candidate passes each level of the exam in consecutive sittings and states that he or she did so, that is NOT a violation of Standard VII(B), because it is a STATEMENT OF FACT."
r34_resp_los_a_q34,B,"statements that highlight or emphasize the commitment of CFA Institute members, CFA charterholders, and CFA candidates to ethical and professional conduct or mention the thoroughness and rigor of the CFA exams are appropriate; members and candidates may make claims about the relative merits of CFA Institute, the CFA exams, or the Code and Standards AS LONG AS those statements are implicitly or explicitly stated as the OPINION of the speaker; statements that DO NOT express opinions must be SUPPORTED BY FACTS.","statements that highlight or emphasize the commitment of CFA Institute members, CFA charterholders, and CFA candidates to ethical and professional conduct or mention the thoroughness and rigor of the CFA exams are appropriate."
r34_resp_los_a_q35,B,"'CFA charterholders achieve better performance results' is an IMPROPER reference per Exhibit 1; the improper claim ties the CFA designation to superior performance, which is prohibited; a comparable acceptable statement is 'Becoming a charterholder has enhanced my portfolio management skills' (which refers to knowledge/skill enhancement, not investment results).",'CFA charterholders achieve better performance results' is an IMPROPER reference per Exhibit 1.
r34_resp_los_a_q36,B,"'CFA, Level II' is IMPROPER because it implies a partial designation; 'I passed the Level II CFA exam' is PROPER because it is a factual statement about completing an exam without claiming a designation.","'CFA, Level II' is IMPROPER because it implies a partial designation."
r34_resp_los_a_q37,B,"both 'CFA, Expected 20XX' and 'John Smith, Charter Pending' are IMPROPER per Exhibit 1; expected completion dates and 'Charter Pending' are prohibited because they imply progress toward the charter that cannot be guaranteed; a proper alternative is 'I passed all three levels of the CFA exam and will be eligible for the CFA charter upon completion of the required work experience.'","both 'CFA, Expected 20XX' and 'John Smith, Charter Pending' are IMPROPER per Exhibit 1."
r34_resp_los_a_q38,B,"'As a CFA charterholder, I am the most qualified to manage client investments' is IMPROPER per Exhibit 1 because it makes an unsupported claim of superior qualification based on holding the designation; a proper alternative is 'The credibility that the CFA designation affords and the skills the CFA Program cultivates are key assets for my future career development.'","'As a CFA charterholder, I am the most qualified to manage client investments' is IMPROPER per Exhibit 1 because it makes an unsupported claim of superior qualification based on holding the designation."
r34_resp_los_a_q39,B,"'John Smith is among the elite, having passed all three CFA exams in three consecutive attempts' is IMPROPER per Exhibit 1 because 'among the elite' inserts an unsupported superiority claim linked to consecutive passing; the proper alternative — the factual statement — is 'John Smith passed all three CFA exams in three consecutive sittings.'","'John Smith is among the elite, having passed all three CFA exams in three consecutive attempts' is IMPROPER per Exhibit 1 because 'among the elite' inserts an unsupported superiority claim linked to consecutive passing."
r34_resp_los_a_q40,B,"Standard VII(B) is intended to assure factual representations relating to CFA Institute and prohibit members and candidates from making UNSUPPORTED statements promising competence or performance that are tied to CFA Institute membership, the CFA designation, or candidacy in the CFA Program; Standard VII(B) is NOT intended to prohibit factual statements related to the positive benefits of earning the CFA designation.","Standard VII(B) is intended to assure factual representations relating to CFA Institute and prohibit members and candidates from making UNSUPPORTED statements promising competence or performance that are tied to CFA Institute membership, the CFA designation, or candidacy in the CFA Program."
r34_resp_los_a_q43,B,"if a CFA charterholder fails to meet any membership requirement, he or she forfeits the right to use the CFA designation; until membership is reestablished, individuals must NOT present themselves to others as CFA charterholders and must REMOVE ALL REFERENCES to the CFA designation from social media profiles, business communications, reports, and anywhere else the designation is referenced; former members MAY state, however, that they WERE charterholders IN THE PAST.","if a CFA charterholder fails to meet any membership requirement, he or she forfeits the right to use the CFA designation."
r34_resp_los_a_q44,B,"per Exhibit 1, PROPER references include: 'The CFA designation is globally recognized and attests to a charterholder's success in a rigorous and comprehensive study program in the field of investment management and research analysis.' and 'Enrolling as a candidate for the CFA designation ensures one of becoming better at valuing debt securities' [IMPROPER — implies specific competency gain] versus 'I enrolled as a candidate for the CFA designation to obtain the highest set of credentials in the global investment management industry' [PROPER — expresses motivation].","per Exhibit 1, PROPER references include: 'The CFA designation is globally recognized and attests to a charterholder's success in a rigorous and comprehensive study program in the field of investment management and research analysis.' and 'Enrolling as a candidate for the CFA designation ensures one of becoming better at valuing debt securities' [IMPROPER."
r34_resp_los_a_q45,B,"if a former member wants to reinstate membership, he or she needs to COMPLETE THE APPROPRIATE PROCESS and meet the REQUIREMENTS FOR REINSTATEMENT established by CFA Institute; similarly, if a member wants to obtain RETIRED status, he or she needs to complete the appropriate process and meet the requirements for retired status established by CFA Institute.","if a former member wants to reinstate membership, he or she needs to COMPLETE THE APPROPRIATE PROCESS and meet the REQUIREMENTS FOR REINSTATEMENT established by CFA Institute."
r34_resp_los_b_q1,B,CFA Institute is VIGILANT about protecting the integrity of the content and examination processes of all CFA Institute programs; participants in these programs are PROHIBITED from disclosing confidential material gained during participation in any program or any exam process; all aspects of an exam for any CFA Institute program are considered confidential until such time as CFA Institute elects to release them publicly.,CFA Institute is VIGILANT about protecting the integrity of the content and examination processes of all CFA Institute programs.
r34_resp_los_b_q2,B,"candidates, members, and the public are ENCOURAGED to report suspected violations to CFA Institute; the organization actively polices blogs, forums, and related social networking groups for dissemination of confidential information and works to promptly address or remove any and all material that violates exam or other rules, laws, or regulations.","candidates, members, and the public are ENCOURAGED to report suspected violations to CFA Institute."
r34_resp_los_b_q3,B,"per Example 11 (Warrenski), members must NOT use their volunteer position to promote their firm's services or imply that they would use confidential information gained via volunteer activities to further clients' interests; a member may factually state involvement with a CFA Institute committee but cannot infer any special advantage to her clients from such participation; the practical implication is a firewall between the volunteer role and the firm's client-facing work.","per Example 11 (Warrenski), members must NOT use their volunteer position to promote their firm's services or imply that they would use confidential information gained via volunteer activities to further clients' interests."
r34_resp_los_b_q4,B,"per Example 4 (Yu) and testing policies: candidates must NOT bring written information into the CBT exam room; doing so violates testing rules and compromises the security and integrity of the CFA exam and the validity of exam performance; candidates should not attempt to hide notes, formulas, or similar materials in clothing or otherwise circumvent security measures.",per Example 4 (Yu) and testing policies: candidates must NOT bring written information into the CBT exam room.
r34_resp_los_b_q5,B,"per Example 3 (Hermosa), candidates must comply with proctor instructions and testing rules; refusing to cooperate, becoming agitated, shouting profanity, or threatening a proctor violates Standard VII(A) because it violates testing rules and compromises the integrity and security of the exam; conduct must be professional throughout the testing process.","per Example 3 (Hermosa), candidates must comply with proctor instructions and testing rules."
r34_resp_los_b_q6,B,"as a condition of participating in grading CFA exams, graders agree not to reveal or discuss the exam materials with anyone except CFA Institute staff or other graders; graders must not disclose information related to specific questions on the exam, the guideline answer, scoring results by question, or deliberations related to grading; violations compromise the integrity of the exam process.","as a condition of participating in grading CFA exams, graders agree not to reveal or discuss the exam materials with anyone except CFA Institute staff or other graders."
r34_resp_los_b_q7,B,"per Examples 6-7 (Rossi/Gagne), post-exam discussion of general difficulty and personal performance is permitted, but discussion of SPECIFIC CONTENT (topics covered/not covered, formulas tested/not tested, question-specific details, attempts to determine correct answers) VIOLATES Standard VII(A); candidates should avoid participation in threads that attempt to reconstruct exam content.","per Examples 6-7 (Rossi/Gagne), post-exam discussion of general difficulty and personal performance is permitted, but discussion of SPECIFIC CONTENT (topics covered/not covered, formulas tested/not tested, question-specific details, attempts to determine correct answers) VIOLATES Standard VII(A)."
r34_resp_los_b_q8,B,"per Example 8 (Pena/CFA4Sure), candidates and members should REFUSE to share exam content with test-prep providers or other third parties, even when solicited; providing exam questions or content undermines the integrity of the exam; if the solicitors are themselves CFA Institute members or candidates, they also violate Standard VII(A) by seeking confidential information.","per Example 8 (Pena/CFA4Sure), candidates and members should REFUSE to share exam content with test-prep providers or other third parties, even when solicited."
r34_resp_los_b_q9,B,"per Example 2 (Chiu), misrepresenting information to CFA Institute regarding any CFA Institute program (such as filing a fraudulent deferral request with altered documentation) violates Standard VII(A) AND Standard I(C) Misrepresentation; candidates must be truthful in all communications and filings with CFA Institute.","per Example 2 (Chiu), misrepresenting information to CFA Institute regarding any CFA Institute program (such as filing a fraudulent deferral request with altered documentation) violates Standard VII(A) AND Standard I(C) Misrepresentation."
r34_resp_los_b_q10,B,"per Example 10 (Ramirez) and prohibited conduct list, members must NOT improperly use an association with CFA Institute to achieve personal or professional goals; scheduling only one's own clients to speak at a society, or otherwise leveraging a volunteer role for personal gain, compromises the reputation and integrity of CFA Institute and violates Standard VII(A).","per Example 10 (Ramirez) and prohibited conduct list, members must NOT improperly use an association with CFA Institute to achieve personal or professional goals."
r34_resp_los_b_q11,B,"members and candidates may freely express opinions about CFA Institute or its programs (including disagreement with policies, procedures, or advocacy positions); however, when expressing an opinion, they are PROHIBITED from disclosing confidential information about EXAM CONTENT, including any actual exam questions and information about subject matter covered or not covered in an exam; the freedom to opine does not extend to disclosure of confidential specifics.","members and candidates may freely express opinions about CFA Institute or its programs (including disagreement with policies, procedures, or advocacy positions)."
r34_resp_los_b_q12,B,"the rules, regulations, and policies for CFA Institute programs define additional allowed and disallowed actions concerning the programs and examinations; the policies for CFA Institute programs are POSTED on the CFA Institute website; members and candidates must be aware of these policies and comply with them, as any violation of testing policies constitutes a violation of Standard VII(A).","the rules, regulations, and policies for CFA Institute programs define additional allowed and disallowed actions concerning the programs and examinations."
r34_resp_los_b_q13,B,"one of the categories of prohibited conduct is DISREGARDING OR ATTEMPTING TO CIRCUMVENT security measures established for any CFA Institute examinations; this includes both explicit rule violations and attempts to work around security controls; the standard focuses on the attempt itself, not just successful circumvention.",one of the categories of prohibited conduct is DISREGARDING OR ATTEMPTING TO CIRCUMVENT security measures established for any CFA Institute examinations.
r34_resp_los_b_q14,B,"prohibited conduct includes GIVING OR RECEIVING ASSISTANCE (cheating) on any CFA Institute examinations; both the provider and the recipient of assistance violate Standard VII(A); this is why in Example 1 (Nero), both Nero (provider) and the two other candidates (recipients/solicitors) violated the standard.",prohibited conduct includes GIVING OR RECEIVING ASSISTANCE (cheating) on any CFA Institute examinations.
r34_resp_los_b_q15,B,"the organization works to PROMPTLY ADDRESS OR REMOVE any and all material that violates exam or other rules, laws, or regulations; members and candidates should be aware that content violating exam confidentiality will be actively pursued and removed, and that they should not participate in such disclosure even in ephemeral forums.","the organization works to PROMPTLY ADDRESS OR REMOVE any and all material that violates exam or other rules, laws, or regulations."
r34_resp_los_b_q16,B,"members and candidates should DISSEMINATE written information about Standard VII(B) and the accompanying guidance to their firm's LEGAL, COMPLIANCE, PUBLIC RELATIONS, and MARKETING departments; this ensures all groups producing materials that reference the CFA designation are aligned with the standard.","members and candidates should DISSEMINATE written information about Standard VII(B) and the accompanying guidance to their firm's LEGAL, COMPLIANCE, PUBLIC RELATIONS, and MARKETING departments."
r34_resp_los_b_q17,B,"for materials that refer to employees' affiliation with CFA Institute, members and candidates should ENCOURAGE their firms to CREATE TEMPLATES that are consistent with Standard VII(B); this practice promotes CONSISTENT AND ACCURATE REFERENCES to CFA Institute membership, the CFA designation, and candidacy for the CFA designation.","for materials that refer to employees' affiliation with CFA Institute, members and candidates should ENCOURAGE their firms to CREATE TEMPLATES that are consistent with Standard VII(B)."
r34_resp_los_b_q18,B,"charterholders are encouraged to use the designation but, in doing so, must state their charterholder status in a manner that is ACCURATE and does NOT EXAGGERATE the benefits of the charter; the use of the designation may be accompanied by an accurate explanation of the requirements that have been met to earn the right to use the designation.","charterholders are encouraged to use the designation but, in doing so, must state their charterholder status in a manner that is ACCURATE and does NOT EXAGGERATE the benefits of the charter."
r34_resp_los_b_q19,B,"individuals must satisfy CFA Institute annual membership requirements — completing a Membership Agreement, submitting the Professional Conduct Statement, and paying dues — to MAINTAIN their right to use the CFA designation; failure to meet any requirement results in forfeiture of the right until membership is reestablished.","individuals must satisfy CFA Institute annual membership requirements — completing a Membership Agreement, submitting the Professional Conduct Statement, and paying dues — to MAINTAIN their right to use the CFA designation."
r34_resp_los_b_q20,B,"CFA Institute MEMBERSHIP and holding the CFA DESIGNATION are distinct concepts under VII(B); membership requires an annual Membership Agreement, PCS filing, and dues; the designation is earned separately after satisfying the CFA Program requirements and Board approval; a charterholder must ALSO satisfy annual membership requirements to maintain the right to USE the designation.",CFA Institute MEMBERSHIP and holding the CFA DESIGNATION are distinct concepts under VII(B).
r34_resp_los_b_q21,B,"if an individual declines to sit for an exam for which they have enrolled or otherwise does not meet the definition of a candidate as described in the CFA Institute Bylaws, then that individual is NO LONGER considered a candidate; once the person is ENROLLED to sit for a FUTURE examination, his or her candidacy RESUMES.","if an individual declines to sit for an exam for which they have enrolled or otherwise does not meet the definition of a candidate as described in the CFA Institute Bylaws, then that individual is NO LONGER considered a candidate."
r34_resp_los_b_q22,B,"until membership is reestablished, individuals must NOT present themselves to others as CFA charterholders and must REMOVE ALL REFERENCES to the CFA designation from social media profiles, business communications, reports, and anywhere else the designation is referenced; former members MAY state, however, that they were charterholders in the past.","until membership is reestablished, individuals must NOT present themselves to others as CFA charterholders and must REMOVE ALL REFERENCES to the CFA designation from social media profiles, business communications, reports, and anywhere else the designation is referenced."
r34_resp_los_b_q24,B,"candidates for the CFA designation may reference their candidacy, but such references must CLEARLY STATE that an individual is a candidate for the CFA designation; per Exhibit 1, acceptable format includes 'I am a 20XX Level III candidate for the CFA designation'; unacceptable format includes 'CFA, Expected 20XX' (implies partial designation/expected completion date).","candidates for the CFA designation may reference their candidacy, but such references must CLEARLY STATE that an individual is a candidate for the CFA designation."
r34_resp_los_b_q25,B,"Standard VII(B) applies to ANY form of communication, INCLUDING electronic and written formats such as LinkedIn pages, professional biographies, directory listings, business cards, firm letterhead, email signatures, websites, personal resumes, and oral statements; the same accuracy and non-exaggeration requirements apply across all channels.","Standard VII(B) applies to ANY form of communication, INCLUDING electronic and written formats such as LinkedIn pages, professional biographies, directory listings, business cards, firm letterhead, email signatures, websites, personal resumes, and oral statements."
